RegionName,StateName,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
"Cleveland, TN",TN,3.03,4.31,4.68,5.05,4.59,4.77,4.95,5.41,6.06,6.51,6.42,6.24,5.87,5.69,5.32,3.39,2.66,5.23,6.15,6.33,5.96,5.78,6.7,6.79,6.88,7.06,7.34,8.62,8.9,7.43,7.16,6.97,7.25,7.71,8.26,8.81,8.17,8.35,8.72,8.53,9.08,7.8,7.98,7.52,8.44,7.61,8.07,7.89,8.99,9.17,9.45,9.63,9.82,9.91,10,9.72,9.54,9.36,9.27
"Sheboygan, WI",WI,4.59,4.77,3.76,3.58,3.85,4.86,5.23,5.78,5.6,5.41,5.69,6.06,5.87,5.32,5.5,6.24,6.88,6.61,6.33,5.96,6.15,6.79,7.16,7.06,6.7,6.42,6.51,6.97,7.25,7.34,7.43,7.52,7.61,7.71,8.44,9.08,9.91,10,9.27,7.98,7.8,8.72,9.17,8.35,8.9,8.81,9.54,9.63,9.72,8.62,8.17,7.89,8.99,9.45,9.82,9.36,8.26,8.53,8.07
"Bismarck, ND",ND,7.16,5.6,5.5,5.32,5.87,6.15,5.23,4.13,3.67,3.94,4.59,4.22,3.58,3.49,4.31,4.86,4.68,3.76,2.66,2.57,2.94,2.84,2.29,3.21,4.4,5.14,4.95,3.85,3.03,2.48,3.12,3.39,3.3,2.75,2.39,2.11,1.93,1.65,1.1,0.92,1.01,1.47,1.74,2.02,2.2,1.83,1.19,0.73,0.55,0.46,0.28,0.18,0.09,0.37,0.64,0.83,1.56,1.38,1.28
"Owensboro, KY",KY,4.31,3.67,2.94,2.39,2.84,3.85,5.14,6.15,6.79,6.51,5.5,3.21,2.66,1.74,2.29,2.57,3.39,4.04,4.5,4.68,4.77,4.95,5.05,5.41,5.6,5.96,6.61,7.89,8.17,8.81,7.71,7.34,7.16,7.25,7.8,8.44,8.72,8.62,8.53,8.9,9.36,9.17,9.08,9.27,9.45,8.99,7.98,6.88,6.42,5.87,6.06,6.7,7.61,8.07,8.26,7.52,7.43,7.06,6.97
"Dunn, NC",NC,5.14,5.5,3.85,3.03,1.93,2.02,2.57,3.21,3.39,3.3,3.49,4.31,4.86,4.95,4.22,4.77,5.23,6.15,6.51,7.06,7.43,7.25,6.97,6.79,6.7,6.33,5.41,3.94,4.13,5.87,6.42,7.16,7.8,8.44,8.62,8.53,7.98,7.52,6.88,7.61,8.17,8.81,8.99,9.36,9.27,9.17,9.08,8.9,8.35,7.89,8.07,8.72,9.45,9.82,10,9.91,9.72,9.63,9.54
"Wooster, OH",OH,4.5,4.77,4.22,3.58,2.94,4.59,4.95,5.87,6.79,7.52,7.43,6.51,5.78,5.41,6.33,6.61,5.96,5.32,5.5,6.06,6.42,6.88,7.25,7.06,6.7,6.15,5.23,5.69,6.24,7.61,8.35,8.53,8.17,7.98,8.44,8.9,9.54,9.36,8.99,9.08,9.45,9.27,9.17,8.81,8.72,8.26,8.07,7.8,7.89,7.34,7.16,6.97,7.71,8.62,9.63,9.91,10,9.82,9.72
"Morristown, TN",TN,1.83,2.48,2.57,1.56,2.02,3.12,3.76,4.13,4.5,5.41,5.69,5.5,5.14,5.87,5.96,5.23,5.05,5.78,6.24,6.42,6.51,6.61,6.88,6.97,7.06,6.79,6.7,7.16,7.25,7.98,8.17,7.71,7.8,8.26,8.81,8.9,8.44,7.52,7.43,8.07,8.62,9.36,9.17,9.45,9.54,8.99,7.89,7.34,7.61,9.08,9.63,8.72,8.35,8.53,9.27,9.82,10,9.72,9.91
"Kankakee, IL",IL,2.11,0.37,0.28,1.19,2.94,3.85,3.39,4.77,5.69,6.33,5.87,4.22,3.21,2.29,1.93,2.02,3.76,6.42,6.7,6.61,6.24,6.06,6.51,6.79,6.97,7.16,6.88,7.06,7.25,7.89,7.98,7.71,8.17,8.26,7.61,7.43,7.34,8.07,8.53,8.9,9.27,9.08,8.72,8.81,9.45,9.72,10,9.82,9.36,8.62,8.35,7.52,7.8,8.44,8.99,9.91,9.54,9.17,9.63
"Brunswick, GA",GA,3.49,4.95,4.59,5.05,4.4,5.14,5.23,5.41,5.32,4.13,2.57,1.74,1.65,2.94,4.31,6.15,6.51,6.79,5.96,3.94,3.12,2.66,3.3,2.84,3.39,3.85,6.7,7.25,8.26,7.8,7.71,7.43,8.62,8.9,8.99,8.53,8.35,7.89,8.17,8.72,9.08,8.81,8.44,8.07,7.61,7.34,7.06,6.61,4.86,3.67,4.77,5.69,6.33,5.5,6.06,6.88,7.16,6.24,4.68
"Ogdensburg, NY",NY,6.42,8.44,8.72,8.17,5.96,3.58,2.84,3.49,5.5,6.06,5.69,4.68,3.76,2.11,2.48,3.67,4.5,4.95,5.78,7.34,6.7,4.77,3.12,1.83,1.28,1.01,1.56,3.03,4.13,3.39,2.29,2.57,3.3,4.31,4.86,4.59,3.94,1.65,0.92,1.19,2.94,6.51,8.53,6.88,6.15,5.14,6.97,8.26,9.17,8.35,7.61,5.6,4.04,1.93,1.74,2.75,3.85,4.4,5.23
"San Angelo, TX",TX,6.33,6.51,7.8,8.53,8.62,7.43,7.71,7.34,7.52,7.16,7.61,7.98,8.35,7.25,5.5,3.85,3.03,2.94,4.4,4.31,4.22,3.49,3.3,2.84,2.11,1.93,1.47,1.65,2.39,4.59,5.32,5.87,5.96,5.41,4.95,4.86,5.69,6.61,5.78,5.6,6.7,8.07,8.99,9.17,9.27,8.72,8.17,7.06,5.23,4.13,3.76,5.05,6.97,8.9,9.45,9.72,9.82,10,9.91
"Michigan City, IN",IN,5.05,4.22,4.04,4.5,4.31,3.94,3.76,4.4,6.06,6.51,6.15,5.69,4.77,3.67,2.02,1.74,1.93,3.03,3.85,4.68,5.6,6.42,5.78,5.5,5.23,6.61,7.06,7.16,7.8,8.26,8.35,8.17,7.52,7.43,7.61,7.89,7.98,7.71,7.34,7.25,8.07,8.62,9.63,10,9.72,9.27,8.99,9.54,9.82,9.08,8.44,8.53,8.9,9.45,9.17,8.81,8.72,9.36,9.91
"Holland, MI",MI,4.95,5.41,3.94,1.74,0.73,2.57,4.68,5.5,5.87,5.78,6.33,6.24,5.69,4.86,4.77,4.13,4.04,4.22,5.32,6.06,6.42,6.51,6.7,6.79,6.88,6.97,7.06,7.34,7.89,7.98,7.52,7.25,7.16,7.43,8.26,9.36,9.54,9.17,8.07,8.35,8.9,9.72,10,9.91,9.82,9.63,9.27,8.62,7.61,7.8,7.71,8.44,8.72,9.08,9.45,8.99,8.53,8.17,8.81
"Wenatchee, WA",WA,5.41,6.7,8.72,9.08,7.61,6.33,5.87,5.23,4.77,5.32,6.06,6.97,7.8,7.43,6.79,6.24,5.78,4.95,4.59,4.86,4.31,4.5,4.4,5.14,5.6,5.96,6.51,7.25,8.81,8.53,8.07,8.26,9.36,9.45,9.54,8.9,8.62,8.44,9.27,9.17,9.63,9.82,10,9.91,9.72,7.98,6.88,6.15,6.42,6.61,7.06,7.16,7.71,7.89,8.99,8.35,8.17,7.52,7.34
"Lawrence, KS",KS,3.76,4.04,3.85,4.13,4.31,4.77,5.05,5.5,5.14,5.23,5.78,6.15,6.51,5.87,5.32,5.6,5.96,6.42,6.33,6.06,6.24,6.61,6.79,6.7,6.88,7.52,9.45,9.54,9.17,8.44,7.98,8.81,9.27,9.36,8.9,8.62,8.35,7.8,8.99,9.72,10,9.91,9.82,9.63,9.08,7.61,7.25,7.06,7.34,7.71,6.97,7.16,7.43,8.26,8.53,8.07,7.89,8.17,8.72
"Decatur, IL",IL,9.36,9.72,8.62,6.42,2.39,1.28,0.92,1.74,2.48,3.49,3.58,1.19,0.46,0.28,0.83,1.93,2.2,4.68,5.78,6.51,4.95,4.13,3.21,5.32,4.59,5.41,3.12,4.31,7.98,9.91,10,8.35,5.69,3.39,3.67,6.06,7.52,7.61,6.33,5.6,5.96,6.24,6.97,7.16,8.07,8.53,8.99,8.9,9.08,8.81,8.72,8.44,8.17,7.89,7.8,8.26,9.17,9.54,9.63
"Missoula, MT",MT,4.68,4.86,4.77,4.95,5.14,5.23,5.32,5.05,5.5,5.41,5.69,5.6,5.87,5.78,5.96,6.06,6.24,6.15,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.34,7.25,7.43,7.52,7.61,7.71,7.8,7.89,8.17,8.07,8.26,7.98,8.35,8.44,8.72,8.62,8.53,8.9,8.81,9.17,8.99,9.27,9.08,9.45,9.36,9.54,9.63,9.72,9.82,9.91,10
"Salem, OH",OH,2.94,3.03,3.94,4.86,5.32,6.51,6.88,7.8,8.53,7.89,7.43,7.34,7.61,7.25,6.61,5.87,5.5,5.6,4.95,5.14,5.05,5.69,6.15,6.24,6.06,5.78,5.96,5.41,6.33,6.42,6.7,6.79,6.97,7.06,7.16,7.52,7.98,8.26,8.9,8.99,8.62,8.44,9.08,9.45,9.17,8.72,8.17,8.07,7.71,8.35,8.81,9.27,9.36,9.54,9.63,9.72,9.82,9.91,10
"Bay City, MI",MI,3.58,3.3,2.39,1.38,0.83,2.48,2.75,2.66,2.11,1.1,1.28,0.64,0.37,0.46,1.93,2.94,3.21,2.84,3.03,3.39,5.05,4.77,4.95,3.85,3.67,4.22,4.59,4.86,3.76,5.23,6.06,6.97,7.34,7.43,7.61,8.17,8.62,8.72,9.08,9.36,9.17,8.53,7.89,7.8,8.44,8.26,7.71,7.98,9.27,9.82,8.99,8.07,8.81,9.54,10,9.63,9.45,9.72,9.91
"Lewiston, ME",ME,3.21,2.2,1.47,2.02,1.83,2.75,3.67,4.95,5.41,5.6,5.23,4.4,2.57,1.38,2.66,3.76,5.05,5.78,6.06,6.24,6.15,6.33,6.51,7.16,7.34,7.61,7.8,7.71,7.25,6.7,6.61,7.06,6.97,6.79,7.52,7.89,7.98,8.17,8.26,8.99,9.27,9.91,9.36,9.08,8.9,8.35,8.62,8.72,8.81,8.44,8.07,8.53,9.17,9.54,10,9.72,9.82,9.45,9.63
"Roseburg, OR",OR,2.75,1.28,1.74,2.84,4.31,6.24,6.79,6.7,5.32,3.03,1.83,2.2,3.3,4.22,4.04,2.66,2.39,3.21,5.23,5.69,5.05,4.59,4.86,5.96,6.88,7.16,7.06,6.51,6.42,6.61,6.97,7.25,7.52,7.71,7.8,7.89,8.07,7.98,8.17,8.9,9.91,10,9.82,9.72,9.54,9.08,8.53,8.72,9.45,9.63,9.36,8.81,8.62,8.99,9.17,9.27,8.35,8.26,8.44
"Sumter, SC",SC,3.58,3.94,4.13,4.31,4.59,4.86,4.68,5.14,4.5,5.5,5.87,6.15,5.78,6.06,5.69,5.96,5.6,6.24,6.33,6.61,6.7,6.42,6.51,6.79,6.97,7.06,6.88,7.16,7.25,7.43,7.34,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,8.35,8.44,8.53,8.62,8.72,8.81,8.9,8.99,9.17,9.27,9.08,9.36,9.45,9.63,9.72,9.54,9.82,9.91,10
"Show Low, AZ",AZ,1.1,0.73,1.83,2.48,3.39,3.21,3.94,4.31,3.85,2.75,2.02,2.2,3.12,4.22,3.67,2.94,3.49,4.5,5.05,4.59,4.68,5.14,5.5,4.77,4.4,2.66,2.11,1.38,1.74,3.03,5.6,7.34,7.71,7.06,6.24,6.42,6.97,7.98,7.89,8.72,9.27,9.45,8.9,8.07,8.35,8.62,9.08,9.17,8.99,8.44,7.43,6.61,7.25,8.81,9.72,10,9.91,9.82,9.54
"Bluefield, WV",WV,5.5,3.67,2.11,0.83,0.55,1.65,4.13,6.7,7.8,7.71,7.43,5.78,3.58,2.02,1.38,1.74,1.83,1.19,1.47,3.03,6.79,8.35,8.07,6.97,5.69,2.39,0.64,0.09,0.18,0.92,2.66,5.96,7.06,6.88,6.06,5.6,5.05,4.5,3.49,2.48,3.21,6.15,8.72,9.82,9.91,8.99,7.89,7.34,6.24,5.41,3.85,2.57,2.84,4.22,6.42,8.26,9.08,7.98,6.33
"Danville, VA",VA,1.56,1.19,0.28,0.09,0.18,1.28,6.51,8.17,8.53,6.97,3.85,2.29,0.73,0.55,0.64,4.22,7.98,9.63,8.72,7.16,5.78,4.68,4.86,3.94,3.58,2.39,2.84,4.04,7.25,7.71,8.44,8.26,8.07,7.43,6.7,6.79,7.34,6.15,4.5,2.66,3.03,5.32,7.89,9.17,8.99,8.81,9.36,9.27,7.61,6.24,5.05,5.23,5.41,6.88,7.8,8.9,9.08,9.54,9.45
"Lima, OH",OH,4.04,3.21,0.55,0.18,0.09,0.37,0.83,2.02,3.3,4.59,6.06,4.77,3.03,1.47,1.01,1.28,2.39,3.67,5.14,5.87,6.97,8.26,8.35,7.06,5.32,4.5,3.49,3.85,2.94,5.5,7.34,8.9,9.17,8.81,8.44,7.71,8.07,7.89,7.16,6.88,7.52,8.72,9.36,9.72,9.54,8.99,8.53,7.98,7.8,7.43,8.17,8.62,9.08,9.63,9.82,10,9.91,9.45,9.27
"Cookeville, TN",TN,3.94,2.11,1.1,0.28,0.46,1.28,2.66,4.68,5.96,6.97,7.43,6.79,3.67,2.2,1.65,2.75,4.86,6.33,6.51,6.61,7.16,7.89,7.8,7.25,4.5,3.12,2.02,2.48,2.94,5.69,8.07,8.99,9.72,9.63,9.45,8.9,8.62,8.26,7.61,6.88,7.52,8.35,9.08,9.91,10,9.54,8.72,8.44,8.17,7.71,7.06,7.34,7.98,8.53,8.81,9.17,9.36,9.27,9.82
"California-Lexington Park, MD",MD,2.2,2.48,2.02,1.38,1.28,1.83,3.12,3.67,3.49,3.21,2.94,1.56,1.01,0.55,0.37,0.46,0.64,0.92,1.65,2.66,3.3,3.76,4.04,4.31,4.86,6.15,6.61,6.7,6.51,6.97,7.34,7.52,7.61,7.71,7.8,7.89,8.81,9.08,9.36,9.63,9.27,8.99,8.72,8.62,8.53,7.98,8.35,8.07,8.26,8.17,8.44,8.9,9.17,9.82,9.72,9.54,9.45,9.91,10
"Gadsden, AL",AL,3.76,1.83,0.46,0.37,1.1,1.74,0.55,0.18,0.09,0.28,1.38,3.21,5.6,6.88,5.14,3.94,3.03,4.22,6.33,7.43,7.8,6.06,3.3,1.47,0.73,0.64,2.02,2.94,4.86,4.4,3.49,2.48,2.84,3.67,5.32,5.69,5.96,6.15,6.79,6.61,7.71,8.07,9.17,8.62,8.44,8.35,8.26,7.89,7.06,5.87,4.77,5.5,6.42,7.61,8.17,9.36,9.91,10,9.82
"Cumberland, MD",MD,9.72,9.91,10,9.82,9.54,5.78,3.67,3.3,4.68,6.88,7.43,4.04,1.83,0.55,0.37,0.18,0.28,0.83,2.11,5.32,7.61,6.97,5.5,5.69,7.34,8.81,9.08,8.72,6.33,4.95,4.31,6.24,6.51,7.06,5.96,7.16,8.07,7.71,6.42,5.6,6.15,7.98,7.8,8.44,8.53,9.45,9.63,9.27,8.35,7.25,6.79,5.14,4.86,6.06,8.9,9.17,8.99,8.62,9.36
"Longview, WA",WA,4.86,4.68,4.95,4.77,5.14,5.05,5.23,5.32,5.41,5.5,5.6,5.78,5.69,5.96,5.87,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.17,8.07,8.26,8.35,8.62,8.44,8.53,8.72,8.81,8.9,8.99,9.08,9.17,9.27,9.36,9.45,9.54,9.63,9.82,9.72,10,9.91
"Whitewater, WI",WI,3.67,2.57,2.66,2.48,3.85,5.41,6.33,6.42,5.87,5.5,4.77,4.31,3.76,3.49,3.58,4.04,4.4,4.95,5.69,6.15,6.51,6.61,6.7,6.79,6.88,7.16,7.06,6.97,7.25,7.34,7.43,7.52,7.71,8.07,7.89,7.98,7.61,7.8,8.17,8.26,8.35,9.17,8.81,8.53,8.44,8.72,8.99,9.36,9.45,9.54,9.27,8.62,8.9,9.08,9.63,9.72,10,9.91,9.82
"Fond du Lac, WI",WI,3.03,1.74,1.28,0.92,0.73,2.02,3.67,5.23,5.41,6.06,5.69,4.95,2.94,1.19,0.18,0.28,1.1,4.04,6.61,7.34,7.25,6.79,6.51,5.6,4.59,3.39,1.93,2.48,4.68,7.71,8.44,8.99,9.08,8.81,8.72,8.53,8.26,7.52,5.78,4.86,5.96,7.98,8.35,9.27,9.63,9.54,9.45,9.36,9.17,8.62,8.07,7.43,7.06,8.17,8.9,9.72,9.82,9.91,10
"Ithaca, NY",NY,9.08,8.81,3.67,0.46,0.28,0.55,2.84,4.59,5.23,6.24,7.16,6.88,7.06,7.25,5.69,3.21,1.93,1.83,2.66,2.29,2.94,2.48,2.75,2.57,3.39,4.77,8.17,9.27,8.99,6.97,4.5,5.5,5.05,5.41,3.85,3.49,3.76,4.13,5.32,7.89,8.9,8.62,7.34,7.52,7.98,7.61,8.07,8.44,7.71,7.8,8.72,9.45,9.54,9.17,7.43,5.6,4.68,4.4,4.95
"Ashtabula, OH",OH,1.56,1.47,1.28,0.37,0.09,0.18,0.28,2.94,6.06,6.33,6.15,4.77,4.59,4.22,5.32,5.87,7.16,6.97,6.79,4.95,3.94,3.3,1.65,0.92,0.55,0.64,1.19,3.67,4.5,5.23,6.51,7.43,7.89,7.61,7.25,8.07,8.53,8.62,8.17,7.71,7.98,8.9,9.72,10,9.36,8.99,8.72,9.17,9.63,9.91,9.27,8.44,8.26,8.35,8.81,9.08,9.54,9.45,9.82
"Gettysburg, PA",PA,2.02,0.92,0.64,0.18,0.09,1.47,4.68,6.88,6.33,5.69,5.05,5.32,4.4,4.04,3.03,2.29,1.74,1.83,4.22,5.96,6.79,6.97,7.25,7.43,7.52,7.89,7.8,7.34,6.15,5.5,6.42,7.61,8.9,8.99,8.53,8.35,8.44,8.07,7.98,9.08,9.54,9.82,9.91,10,9.72,9.45,8.81,8.62,8.72,8.17,6.7,5.14,6.06,7.71,9.27,9.63,9.36,9.17,8.26
"Pine Bluff, AR",AR,1.47,2.2,3.39,6.24,7.52,7.43,5.96,5.6,4.77,5.87,6.79,8.9,9.08,7.8,6.06,5.23,5.32,4.13,3.76,2.66,3.67,5.05,5.78,5.41,3.58,2.02,0.55,1.01,2.48,4.59,6.51,8.81,8.62,8.53,8.26,7.16,6.33,6.15,7.89,9.82,9.91,9.54,8.35,7.06,8.44,9.17,9.27,8.07,6.7,6.61,6.97,7.34,7.25,7.61,8.99,9.36,9.63,9.72,9.45
"Tullahoma, TN",TN,4.13,4.4,4.5,4.59,4.86,5.69,5.96,6.06,5.78,5.32,5.14,5.23,5.5,5.41,5.6,5.87,6.79,7.43,7.52,6.88,6.42,6.33,6.61,7.06,7.34,7.25,6.97,6.7,6.24,6.15,6.51,7.16,7.89,8.72,8.99,8.26,7.61,7.98,8.62,9.54,10,9.91,9.17,8.07,8.44,9.27,9.72,9.45,9.08,8.35,8.17,8.9,9.63,9.82,9.36,8.81,8.53,7.71,7.8
"Richmond, KY",KY,2.94,2.48,3.12,4.31,3.94,2.84,2.39,2.66,3.76,4.68,4.86,4.77,4.13,2.57,1.38,1.01,1.74,3.03,4.4,4.22,4.04,4.59,4.95,5.05,5.23,5.69,5.6,5.5,5.78,5.96,5.87,6.06,6.42,6.79,6.88,6.51,6.24,6.15,6.33,6.7,6.97,7.61,8.35,8.72,8.53,8.26,8.07,8.81,9.08,8.9,8.62,8.17,7.98,7.8,7.34,7.06,7.16,7.25,7.43
"Adrian, MI",MI,4.95,5.23,3.85,1.19,0.09,0.55,2.02,3.76,2.84,2.11,3.49,4.04,4.31,4.13,3.03,1.38,3.21,5.05,6.06,6.42,6.79,6.97,6.51,6.33,6.61,6.88,7.06,7.8,8.81,8.26,7.34,7.16,7.25,7.43,7.71,8.07,8.17,9.54,9.91,9.82,9.45,8.9,9.36,9.27,8.99,8.35,8.62,8.72,8.44,7.98,7.61,7.52,7.89,8.53,9.17,9.72,9.08,9.63,10
"Twin Falls, ID",ID,3.21,2.48,2.57,1.74,1.28,1.38,1.83,3.3,4.04,4.13,3.76,3.39,3.58,3.03,3.67,4.22,4.4,5.05,5.6,5.87,5.5,6.06,5.14,5.96,5.69,5.23,4.59,4.68,6.33,7.61,7.8,7.52,7.34,6.97,6.79,4.95,4.77,4.5,4.86,5.78,7.43,8.62,9.27,8.9,8.17,7.16,6.7,6.15,6.61,7.25,7.89,8.44,7.98,7.06,6.24,5.32,5.41,6.51,6.88
"Corning, NY",NY,0.64,1.47,2.75,2.39,1.19,0.37,0.46,1.28,3.21,5.05,6.33,5.5,3.58,1.65,0.92,1.01,1.93,2.84,2.48,2.11,2.02,3.03,3.94,5.23,6.24,5.78,5.14,4.04,3.39,3.12,4.13,5.6,7.43,6.7,6.06,5.96,6.61,7.71,8.17,8.9,9.17,8.99,7.98,7.06,7.61,8.44,8.81,8.35,7.34,6.79,7.16,8.53,9.36,9.82,10,9.91,9.45,8.62,8.26
"Sebring, FL",FL,5.96,6.79,5.78,6.97,7.52,7.71,7.61,5.41,4.68,4.77,6.88,5.6,4.86,5.14,6.51,7.98,7.8,7.43,4.95,4.5,5.87,7.34,5.23,4.13,3.76,4.22,4.31,5.05,6.61,8.17,8.62,8.72,8.07,7.25,6.33,5.32,5.5,5.69,6.06,7.16,7.89,8.35,9.17,9.36,9.72,9.54,9.63,10,9.91,9.45,8.81,8.44,8.26,8.53,8.9,9.08,8.99,9.27,9.82
"Truckee, CA",CA,3.12,2.94,4.04,5.23,7.52,7.06,5.32,4.5,4.13,3.58,3.49,3.39,3.94,3.76,3.3,3.85,4.77,6.33,6.7,6.88,6.15,6.79,7.71,8.44,9.17,8.62,7.98,5.5,6.42,8.9,9.91,9.72,9.08,8.26,8.17,8.81,9.45,9.63,8.99,9.36,9.82,10,9.54,8.35,6.24,5.87,4.95,5.96,6.06,7.25,6.51,5.6,3.21,2.84,3.03,4.86,5.69,5.41,5.05
"Paducah, KY",KY,0.83,1.01,3.21,4.68,3.12,2.02,2.11,4.95,6.24,6.33,6.7,7.06,7.43,6.42,2.57,0.46,1.83,4.59,6.88,5.5,2.94,2.48,3.03,5.32,6.06,5.69,4.22,2.84,1.65,1.56,2.2,4.13,4.31,6.15,6.61,7.52,7.98,7.34,8.35,9.27,9.82,9.72,9.54,9.08,8.17,7.8,7.25,8.26,8.81,8.53,7.71,7.61,8.44,8.99,8.62,8.07,8.9,9.17,9.45
"Grand Forks, ND",ND,4.59,6.97,6.06,4.13,3.76,5.14,6.79,7.25,5.6,6.33,5.96,6.88,4.77,2.94,2.39,2.75,3.67,4.95,5.78,5.05,4.4,3.49,3.03,2.11,1.65,1.47,1.01,0.92,1.38,2.29,4.04,5.23,5.32,4.5,3.94,3.3,1.74,0.83,0.18,0.37,1.1,3.85,7.89,7.06,4.68,2.84,2.02,2.2,1.83,1.56,0.64,0.46,0.55,1.28,1.93,3.21,3.58,4.22,4.86
"Shelby, NC",NC,2.66,1.38,1.1,1.83,3.12,4.31,4.13,3.3,2.84,3.49,4.86,5.78,4.22,1.93,0.37,0.28,0.83,3.21,4.95,5.5,5.41,5.23,5.69,6.61,7.06,6.97,6.33,5.87,6.42,6.88,7.16,7.89,8.62,9.17,9.72,9.63,9.08,8.26,7.34,7.61,8.44,9.36,9.54,9.27,8.9,8.81,8.53,8.17,7.98,7.71,7.8,8.07,8.35,8.72,8.99,9.45,9.82,10,9.91
"Fairbanks, AK",AK,3.85,2.94,3.58,5.23,9.17,9.36,8.72,7.61,7.71,6.97,7.34,6.06,6.88,7.06,9.63,9.91,10,9.27,8.53,7.98,6.79,6.33,4.86,5.41,6.42,8.44,8.26,6.61,5.78,5.87,7.25,6.24,6.15,7.16,8.35,8.07,5.05,4.13,2.66,3.76,5.96,9.45,9.82,8.9,7.8,6.51,8.17,9.08,8.62,7.43,5.14,4.77,5.5,6.7,7.52,5.69,4.22,3.39,3.67
"Ocean City, NJ",NJ,5.78,5.32,4.59,5.14,5.87,7.06,7.25,7.16,6.42,6.61,6.88,6.97,6.33,6.06,5.6,4.68,4.13,3.39,3.67,4.95,6.79,7.52,7.71,7.43,6.51,5.96,5.41,4.4,4.77,5.23,6.24,6.7,7.34,7.61,7.8,7.89,8.35,8.53,7.98,8.07,8.72,9.27,9.45,9.17,9.36,9.63,9.82,9.91,10,9.72,9.54,9.08,8.99,8.9,8.81,8.62,8.17,8.26,8.44
"Mankato, MN",MN,3.03,2.29,1.38,1.1,2.57,3.94,4.59,3.21,2.11,3.39,4.86,5.14,4.22,3.49,4.04,3.58,4.31,3.67,3.76,2.94,1.56,1.93,1.83,4.4,5.6,7.16,7.52,8.17,8.9,9.27,8.81,8.07,7.71,7.89,8.26,9.08,9.17,8.62,8.53,9.45,9.72,10,9.91,9.82,9.63,9.54,9.36,8.35,7.98,7.34,6.7,5.05,4.95,5.23,6.51,6.15,6.24,6.88,7.61
"Rome, GA",GA,3.58,2.2,1.74,1.93,4.22,6.06,5.5,3.39,3.03,3.49,3.21,2.94,1.56,0.92,0.83,1.01,1.65,2.48,3.85,5.6,6.61,7.34,7.52,7.61,7.25,6.42,4.59,5.78,6.79,7.89,8.17,7.98,8.07,8.35,8.62,8.81,8.44,7.8,6.88,7.43,8.53,9.45,9.82,9.63,9.27,9.17,8.72,7.71,6.7,6.97,8.26,8.99,9.36,9.72,10,9.91,9.54,9.08,8.9
"Cape Girardeau, MO",MO,5.41,5.14,3.21,2.94,3.94,5.05,4.59,3.39,2.84,1.83,0.73,0.37,0.09,0.18,0.28,0.46,0.92,1.47,2.11,2.29,2.2,1.74,1.38,1.1,1.56,1.28,1.01,0.64,0.55,0.83,1.65,2.48,2.66,2.75,2.39,1.93,1.19,2.02,2.57,3.12,3.03,3.3,3.58,4.4,4.04,3.76,3.85,4.5,4.86,4.13,3.49,3.67,4.22,4.68,4.31,4.77,4.95,5.23,5.32
"Hot Springs, AR",AR,3.76,1.93,1.28,0.92,1.47,3.67,5.32,6.79,4.4,4.04,3.49,6.42,6.06,6.33,3.58,3.03,1.38,1.1,1.74,2.57,4.31,5.23,6.88,6.24,5.96,5.05,6.7,7.16,7.8,8.17,8.35,7.89,8.07,7.43,7.25,7.61,8.26,9.08,9.36,9.45,8.99,8.9,8.81,9.27,8.72,8.62,8.44,8.53,7.98,7.52,7.34,7.71,9.17,9.54,9.63,9.72,9.82,10,9.91
"Greenwood, SC",SC,1.1,1.93,2.39,2.48,2.94,3.3,3.76,3.58,3.94,3.67,2.66,1.65,1.19,0.92,0.55,0.28,0.73,1.38,3.03,3.49,3.12,2.2,2.11,2.29,1.83,1.01,0.46,0.09,0.83,1.28,2.02,2.84,3.39,4.04,4.13,4.59,8.17,9.91,10,9.82,9.17,8.99,8.9,8.62,7.8,5.69,4.86,4.5,4.22,2.57,1.74,3.21,7.16,9.36,9.63,9.72,9.54,9.45,9.27
"Sunbury, PA",PA,1.01,1.38,3.21,3.76,4.95,5.6,7.71,5.96,3.85,2.11,1.56,0.92,1.28,1.93,1.19,0.83,0.28,1.1,0.73,2.39,4.22,7.61,5.87,4.4,2.02,1.74,3.03,6.24,8.35,7.34,4.59,2.75,2.48,3.12,7.25,9.27,9.82,9.17,6.7,4.13,2.66,4.04,5.32,6.06,5.5,4.5,3.49,3.3,3.58,4.77,5.23,6.61,7.98,8.99,9.08,8.72,8.62,8.17,8.44
